"publisher","name","identity","appearances"
"DC","Ixion","Public",4
"DC","James Buchanan Sawyer","Public",4
"DC","Keng Quan Chee","Public",4
"DC","Lord Malvolio","Secret",4
"DC","Mind Games","Secret",4
"DC","Ritter Hendricksen","Public",4
"DC","Shadrack Hightower","Public",4
"DC","Stanislaus Drozdowski","Public",4
"DC","Stasis","Secret",4
"DC","Strobe","Secret",4
"DC","Vincent Meekins","Public",4
"DC","Angela Adam","Public",4
"DC","Arnold Flass","Public",4
"DC","Ashok Desai","Secret",4
"DC","Jaculi I","Secret",4
"DC","Jefferson Skeevers","Public",4
"DC","Mackenzie Garrison","Public",4
"DC","Richard Flag, Sr.","Public",4
"DC","Roger Gordon","Public",4
"DC","Ronal","Public",4
"DC","Van-L","Public",4
"DC","Vladimir Mikoyan","Secret",4
"DC","Wrynn","Public",4
"DC","Anne Pasquale","Public",4
"DC","Bors","Public",4
"DC","Edward Slick","Public",4
"DC","Ghrelk","Public",4
"DC","Gwyneth Tate","Public",4
"DC","Richard Perignon","Secret",4
"DC","Amber II","Secret",4
"DC","Cherniss","Public",4
"DC","Nebel","Secret",4
"DC","Antaeus","Secret",4
"DC","Argus (New Olympians)","Secret",4
"DC","Breathtaker I","Secret",4
"DC","Jose Ramirez","Public",4
"DC","Vulcanus","Secret",4
"DC","Coopersmith","Secret",4
"DC","Lawrence Loman","Public",4
"DC","Lord Topaz","Public",4
"DC","Lysandra","Secret",4
"DC","Marcia Long","Public",4
"DC","Trident III","Secret",4
"DC","Merlin the Leopard","Public",4
"DC","Wu Cheng","Public",4
"DC","Fentara Rrab","Public",4
"DC","Ishtar","Secret",4
"DC","Jason Hex","Public",4
"DC","Kana","Secret",4
"DC","Marcy Reynolds","Public",4
"DC","Alvin Desmond","Secret",4
"DC","Chakal","Public",4
"DC","Robert Lee","Public",4
"DC","Alexi Kronsky","Public",4
"DC","Edward Earhart","Public",4
"DC","Janice Jordan","Public",4
"DC","Wayne Clifford","Public",4
"DC","Professor Ojo","Secret",4
"DC","Radion","Secret",4
"DC","Jerzy Reganiewicz","Secret",4
"DC","Commodore Murphy","Public",4
"DC","J.P. Houston","Public",4
"DC","Quetzalcoatl","Secret",4
"DC","Anthony Lupus","Secret",4
"DC","Solomon Driver","Public",4
"DC","Aurakles","Secret",4
"DC","Heggra","Public",4
"DC","Prime One","Public",4
"DC","Jason Grant, Jr.","Public",4
"DC","Samuel Wilson","Public",4
"DC","Heller","Public",4
"DC","Jarvis Kord","Public",4
"DC","Nicholas Hunter","Public",4
"DC","Silken Spider","Secret",4
"DC","Christine Ferris","Public",4
"DC","Leron","Public",4
"DC","Mophir","Public",4
"DC","Xebel","Public",4
"DC","Z-1","Public",4
"DC","Victor Bragg","Secret",4
"DC","Fred Farrell, Jr.","Public",4
"DC","Brane Taylor","Secret",4
"DC","William Tane","Public",4
"DC","James Slade","Secret",4
"DC","Solomon","Public",4
"DC","Virgil Adams","Public",4
"DC","Ragnar","Public",3
"DC","Adrasteia","Public",3
"DC","Aleister Golden","Public",3
"DC","Alexandra Gianopoulos","Public",3
"DC","Cameron Kane","Public",3
"DC","David Zavimbi","Secret",3
"DC","Galenthias","Public",3
"DC","Inertia II","Secret",3
"DC","Jay Young","Secret",3
"DC","Jennifer Blitz","Secret",3
"DC","Martin Mayne","Public",3
"DC","Mimic","Secret",3
"DC","Nina Mazursky","Secret",3
"DC","Qurina Vint","Public",3
"DC","Tracey Graham","Secret",3
"DC","Una Nemo","Public",3
"DC","William Miggs","Public",3
"DC","Abraham Pointe","Public",3
"DC","Allegra Garcia","Public",3
"DC","Alton Janus","Secret",3
"DC","Car-Vex","Public",3
"DC","Divine","Secret",3
"DC","Doll Face","Secret",3
"DC","Durvella Cwion","Public",3
"DC","Dust Devil","Secret",3
"DC","Hammer II","Secret",3
"DC","Jarvis Poker","Public",3
"DC","Jock","Secret",3
"DC","Lucius","Public",3
"DC","Mechanic","Secret",3
"DC","Meershom","Public",3
"DC","Mudslide","Secret",3
"DC","Nix","Secret",3
"DC","Oracle","Secret",3
"DC","Quex-Ul","Public",3
"DC","Sac","Secret",3
"DC","Salt of the Earth","Secret",3
"DC","Shane Thompson","Public",3
"DC","Tender Mercy","Public",3
"DC","Wolf","Secret",3
"DC","Zadar","Secret",3
"DC","Brown Recluse","Secret",3
"DC","Ermey","Public",3
"DC","Fly Lord","Secret",3
"DC","Gabrielle Kane","Public",3
"DC","Homunculus","Secret",3
"DC","Leonard Ruttman","Public",3
"DC","Maelstrom","Public",3
"DC","Miss Army Knife","Secret",3
"DC","Persephone II","Public",3
"DC","Phoney Baloney","Secret",3
"DC","Ral-Dar","Public",3
"DC","Rumble III","Secret",3
"DC","Shuja","Public",3
"DC","Skwaul","Public",3
"DC","Tanimin","Secret",3
"DC","Underhand","Secret",3
"DC","Victor Goodman","Secret",3
"DC","Adeline Prescott","Public",3
"DC","Adept","Secret",3
"DC","Apalala","Public",3
"DC","Brazen Man","Secret",3
"DC","Civet","Secret",3
"DC","Fairy Queen","Secret",3
"DC","Gwendoline Harper","Public",3
"DC","Joshua Walker","Secret",3
"DC","Killer Shark II","Secret",3
"DC","Miss Poltergeist","Secret",3
"DC","Mister Meteor","Secret",3
"DC","Repro","Secret",3
"DC","Revenant","Secret",3
"DC","Sardonyxx","Public",3
"DC","Ampa Nnn","Public",3
"DC","Bizarro Flash","Secret",3
"DC","Bizarro Wonder Woman","Secret",3
"DC","Blitzkrieg","Secret",3
"DC","Cheater","Secret",3
"DC","Jackanapes","Secret",3
"DC","Karsta Wor-Ul","Secret",3
"DC","Swastika","Secret",3
"DC","Alina","Public",3
"DC","Carolyn Llewellyn","Public",3
"DC","Chen Nuo","Secret",3
"DC","Eliza Harmon","Public",3
"DC","Goldilocks","Secret",3
"DC","Hu Wei","Secret",3
"DC","Jared Walton","Public",3
"DC","Krydel-4","Public",3
"DC","Krystal","Secret",3
"DC","Lady Liberty IV","Secret",3
"DC","Natas","Secret",3
"DC","Ragnar","Public",3
"DC","Sister Shadow","Secret",3
"DC","Venus Sivana","Public",3
"DC","Barnard Blaine","Secret",3
"DC","Blue of the Rainbow Raiders","Secret",3
"DC","Clarence McMullen","Public",3
"DC","Gas Bag","Secret",3
"DC","Green of the Rainbow Raiders","Secret",3
"DC","Indigo of the Rainbow Raiders","Secret",3
"DC","Jacqueline Pemberton","Public",3
"DC","Orange of the Rainbow Raiders","Secret",3
"DC","Praetor","Public",3
"DC","Red of the Rainbow Raiders","Secret",3
"DC","Splitshot","Secret",3
"DC","Stanley Baumgarten","Secret",3
"DC","Violet of the Rainbow Raiders","Secret",3
"DC","Megalith","Secret",3
"DC","Alexander Petrov","Secret",3
"DC","Chad Solomon Kiyahani","Public",3
"DC","Charles Graham","Public",3
"DC","Colin Mitchell","Public",3
"DC","David Page","Public",3
"DC","Harlan Combs","Secret",3
"DC","Michael Sommers","Public",3
"DC","Rajak Darkraven","Public",3
"DC","Remnant","Secret",3
"DC","Xenon","Secret",3
"DC","Zaius","Public",3
"DC","Agrippina","Secret",3
"DC","Hallucinatra","Secret",3
"DC","Jack Spheer","Public",3
"DC","Snake Girl","Secret",3
"DC","Faora Hu-Ul","Public",3
"DC","Pamela","Secret",3
"DC","Rampotatek","Public",3
"DC","Santa Klaus","Secret",3
"DC","Theta","Secret",3
"DC","Banner","Secret",3
"DC","Benito Gallo","Public",3
"DC","Cimarron","Secret",3
"DC","Enrico Inzerillo","Public",3
"DC","Groundswell","Secret",3
"DC","Isabella Feretti","Public",3
"DC","Thrilldevil","Secret",3
"DC","Wallace Ebersol","Public",3
"DC","Abu-Gita","Public",3
"DC","Black Zero","Public",3
"DC","Camilla Malone","Public",3
"DC","E. Wilbur Wolfingham","Public",3
"DC","Frances Monaghan","Public",3
"DC","Frederick Fleming","Secret",3
"DC","Garl Rathbone","Public",3
"DC","Gonzalo Vasquez","Public",3
"DC","Lava Lord","Public",3
"DC","Sool","Secret",3
"DC","Thula","Secret",3
"DC","Ulgo","Public",3
"DC","Edouard Laslo","Public",3
"DC","Kal-El","Public",3
"DC","Kijaro","Public",3
"DC","Knob","Secret",3
"DC","Krakkl","Public",3
"DC","Quartzite","Secret",3
"DC","Redblade","Secret",3
"DC","Walter Chase","Secret",3
"DC","Baud","Secret",3
"DC","Brenda Ruskin","Public",3
"DC","Clay Brody","Public",3
"DC","Kenn Kawa","Public",3
"DC","Marlon Corbet","Public",3
"DC","Marnie","Public",3
"DC","Milo Armitage","Public",3
"DC","NKVDemon III","Secret",3
"DC","Paula Holt","Public",3
"DC","Professor Bibbowski","Public",3
"DC","Belyllioth","Public",3
"DC","Fixit","Secret",3
"DC","Helena Perrier","Public",3
"DC","Kendall Stuart","Public",3
"DC","Leanore We","Public",3
"DC","Leona Dorsey","Secret",3
"DC","Marcia Hargis","Secret",3
"DC","Milos Grapa","Public",3
"DC","Minerva","Secret",3
"DC","Nightfist","Secret",3
"DC","Pinky Butler","Secret",3
"DC","Sylvia Danvers","Public",3
"DC","Wendell Sharpe","Public",3
"DC","Actuary","Secret",3
"DC","Bounty","Secret",3
"DC","Eryx","Public",3
"DC","Goode Ole Bernie","Public",3
"DC","Heather Farr","Public",3
"DC","Kemper Von Cart","Secret",3
"DC","Kwintz","Public",3
"DC","Noah Pastenetti","Public",3
"DC","Phillip Darrow","Public",3
"DC","Russell Wolf","Secret",3
"DC","White Lotus","Secret",3
"DC","Wilde Norton","Secret",3
"DC","Willis Danko","Public",3
"DC","Adam Kroft","Secret",3
"DC","Bad Blood","Secret",3
"DC","Bertron","Public",3
"DC","Caliber","Secret",3
"DC","Chrysalis","Secret",3
"DC","Crassus","Secret",3
"DC","Jonathan Naissi","Secret",3
"DC","Mirror Master IV","Secret",3
"DC","Mohammed Ibn Bornu","Secret",3
"DC","Payback","Secret",3
"DC","Peacemaker II","Secret",3
"DC","Shellshock","Secret",3
"DC","Split","Secret",3
"DC","Adam, Sector 1055","Public",3
"DC","Auron","Public",3
"DC","Darlene Spritzer","Public",3
"DC","Harlequin III","Secret",3
"DC","Isabelle Modini","Public",3
"DC","Kentor Omoto","Public",3
"DC","Kieron Masterson","Secret",3
"DC","Kurt Stack","Secret",3
"DC","Umitu","Public",3
"DC","Beaki","Public",3
"DC","Dean Hunter","Secret",3
"DC","Jackal II","Secret",3
"DC","Martina Mericloinka","Public",3
"DC","Merd","Public",3
"DC","Metalhead","Secret",3
"DC","Misfit","Secret",3
"DC","Pathavim Seth-Ottarak","Secret",3
"DC","Toy","Secret",3
"DC","Bes","Secret",3
"DC","Birgit Eisenmann","Public",3
"DC","David Shelby","Public",3
"DC","Hyanthis","Public",3
"DC","Shen Chi","Public",3
"DC","Tooley Wilson","Public",3
"DC","Alan Markham","Public",3
"DC","Alloroc","Public",3
"DC","Fiona","Public",3
"DC","Haumond","Public",3
"DC","Honsu","Public",3
"DC","Loma","Public",3
"DC","Lorelei","Public",3
"DC","Plasmax","Secret",3
"DC","Prince Kraken","Public",3
"DC","Simon Petrarch","Secret",3
"DC","Albert Tyler","Public",3
"DC","Concord","Public",3
"DC","Delia Ryan","Public",3
"DC","Ernesto Lopez","Public",3
"DC","Kanis-Biz","Public",3
"DC","Lentra","Public",3
"DC","Lurgo","Secret",3
"DC","Morris Burgess Brocklesby","Public",3
"DC","Roger Richter","Public",3
"DC","Elizabeth Joyce","Public",3
"DC","Force","Secret",3
"DC","Gunther Steiner","Public",3
"DC","Harlan Brooks","Public",3
"DC","Jeannie Kerr","Public",3
"DC","Kevin Mayer","Public",3
"DC","Lawrence Eden","Public",3
"DC","Seyg-El","Public",3
"DC","Amber","Secret",3
"DC","Broderick","Public",3
"DC","Donal","Public",3
"DC","Eos","Public",3
"DC","Rita Librado","Public",3
"DC","Theodora Twidgett","Public",3
"DC","TO-T-U-K","Public",3
"DC","Vara","Public",3
"DC","Zebra-Man II","Secret",3
"DC","Zoya Trigorin","Public",3
"DC","Adolf Hitler Clone","Secret",3
"DC","Eochaid Bres","Public",3
"DC","Jonah","Secret",3
"DC","Pietr Brenovich","Public",3
"DC","T:D:H:D","Public",3
"DC","Blackjack McCullough","Public",3
"DC","Leezle Pon","Public",3
"DC","Nacht","Secret",3
"DC","Zyklon","Secret",3
"DC","Death Dealer","Secret",3
"DC","Incognito","Secret",3
"DC","Joel Cochin","Secret",3
"DC","Pinball Wizard","Secret",3
"DC","Proteus","Secret",3
"DC","Stratos","Secret",3
"DC","Yron","Public",3
"DC","Avir","Public",3
"DC","Brin","Public",3
"DC","Caellich","Public",3
"DC","Deraegis","Public",3
"DC","Leroy Merkyn","Secret",3
"DC","Taren","Public",3
"DC","Renard Traquer","Public",3
"DC","Antonio Ramirez","Secret",3
"DC","Spak-Drom","Public",3
"DC","Sizematic","Secret",3
"DC","Ace of Spades I","Secret",3
"DC","Bananas","Secret",3
"DC","Good Looks","Secret",3
"DC","Krunch","Secret",3
"DC","Liza Warner","Public",3
"DC","Non-Fat","Secret",3
"DC","Ulysses Grant","Public",3
"DC","Head","Public",3
"DC","John Deleon","Public",3
"DC","Angel Devlin","Public",3
"DC","Lee Carver","Secret",3
"DC","Byron Williams","Public",3
"DC","Djuba","Public",3
"DC","Gilbert Jeffries","Public",3
"DC","Philip Folger","Public",3
"DC","Cernunnos","Public",3
"DC","Ding-Dong Daddy","Secret",3
"DC","Doctor Drew","Secret",3
"DC","Shaggy Man II","Secret",3
"DC","Frederick Storm","Secret",3
"DC","Bulldozer Nichols","Public",3
"DC","Brave Bow","Public",3
"DC","Albrecht Raines","Secret",3
"DC","Emery Zackro","Public",3
"DC","Brane","Public",3
"DC","Richard","Public",3
"DC","Yellow Wasp","Secret",3
"DC","Benito Mussolini","Public",3
"DC","Peter Silverstone","Secret",3
"DC","Anton Schott","Public",2
"DC","Bixby Rhodes","Public",2
"DC","Clive","Public",2
"DC","Enyo","Public",2
"DC","Figment","Secret",2
"DC","Henry Hackenbacker","Public",2
"DC","Id","Secret",2
"DC","Korrigan","Secret",2
"DC","Lewis Bayard","Secret",2
"DC","Maggie Mxyzptlk","Secret",2
"DC","Manuel Carlito","Public",2
"DC","Marcus Teman","Public",2
"DC","Miranda","Secret",2
"DC","Organ Grinder","Secret",2
"DC","Prince","Secret",2
"DC","Rayhan Mazin","Public",2
"DC","Super-Chief II","Secret",2
"DC","Tiger Shark","Secret",2
"DC","William II","Public",2
"DC","Zone Child","Public",2
"DC","Alera","Public",2
"DC","Benjamin Vitale","Public",2
"DC","Bizarro Martian Manhunter","Secret",2
"DC","Blind Fury","Secret",2
"DC","Brute IV","Secret",2
"DC","Captain Cornwall","Secret",2
"DC","Captain Moondust","Secret",2
"DC","Chair","Public",2
"DC","Coffin Dweller","Secret",2
"DC","Dark Druid","Secret",2
"DC","Death Cap","Secret",2
"DC","Director","Secret",2
"DC","Distinguished Gentleman","Secret",2
"DC","Edward English","Secret",2
"DC","Elijah","Public",2
"DC","Evan Gibson","Public",2
"DC","Faceoff","Secret",2
"DC","Fro","Secret",2
"DC","Henri Ducart","Public",2
"DC","Lotta","Public",2
"DC","Malia","Public",2
"DC","Mayor Fleming","Public",2
"DC","Mister Ibis","Secret",2
"DC","Narok","Public",2
"DC","Phil","Public",2
"DC","Pisces","Secret",2
"DC","Professional Scotsman","Secret",2
"DC","Rush Hour II","Secret",2
"DC","Sebastian Rothschild","Public",2
"DC","Settler I","Secret",2
"DC","Space Cadet","Secret",2
"DC","Spike II","Secret",2
"DC","Tangle","Secret",2
"DC","Tongs","Secret",2
"DC","Viktor Burgos","Public",2
"DC","Zero","Secret",2
"DC","Ace of Clubs III","Secret",2
"DC","Ace of Diamonds II","Secret",2
"DC","Ace of Hearts II","Secret",2
"DC","Agent Liberty II","Secret",2
"DC","Ak-Var","Public",2
"DC","Alkistis","Public",2
"DC","Beaumont","Secret",2
"DC","Big Game","Secret",2
"DC","Boss Bishonen","Secret",2
"DC","Catherine Hamilton","Public",2
"DC","Deadcoil","Secret",2
"DC","Dregz","Secret",2
"DC","Gabriel Santo","Secret",2
"DC","Jennifer Rice","Secret",2
"DC","Lyle Blanco","Public",2
"DC","Nazo Baluda","Secret",2
"DC","Orlan","Public",2
"DC","Samuel Aerons","Public",2
"DC","Sunny Jim","Secret",2
"DC","Tes Ak-Var","Public",2
"DC","Todd Rice","Public",2
"DC","Akhlut","Secret",2
"DC","Dai Yokohama","Secret",2
"DC","Empathy","Secret",2
"DC","Jonathan Banks","Secret",2
"DC","Primat","Public",2
"DC","Sabine Roth","Secret",2
"DC","William Brannon","Secret",2
"DC","Bizarro Batman","Secret",2
"DC","Bizarro Brainiac","Secret",2
"DC","Bizarro Doomsday","Public",2
"DC","Cunningham","Secret",2
"DC","Dev-Em","Public",2
"DC","Jarod Dale","Public",2
"DC","Ken Thurston","Secret",2
"DC","Macro","Secret",2
"DC","Major Victory IV","Secret",2
"DC","Manhunter Lud","Secret",2
"DC","Micro","Secret",2
"DC","Mircea","Secret",2
"DC","Trey Thompson","Secret",2
"DC","Uriah","Public",2
"DC","Warbox","Public",2
"DC","Badlands","Secret",2
"DC","Bottom Feeder","Secret",2
"DC","Fireball II","Secret",2
"DC","Fright Knight","Secret",2
"DC","Georgia Sivana","Public",2
"DC","Jon Standing Bear","Secret",2
"DC","Monsoon II","Secret",2
"DC","Mug","Secret",2
"DC","Propaganda","Secret",2
"DC","Pulsar","Secret",2
"DC","Qanda","Public",2
"DC","Redback Spider","Secret",2
"DC","Robert Castell","Public",2
"DC","Slipknot II","Secret",2
"DC","Spin Doctor I","Secret",2
"DC","Thaddeus Sivana, Jr.","Public",2
"DC","Thormon Tox","Public",2
"DC","Vera Klopis","Public",2
"DC","William Slout","Public",2
"DC","Ace of Spades V","Secret",2
"DC","Aftermath","Secret",2
"DC","All-Beard","Secret",2
"DC","Charity Bleak","Public",2
"DC","Charliehorse","Secret",2
"DC","Crazyface","Secret",2
"DC","Dino-Mite II","Secret",2
"DC","Dreamcatcher","Secret",2
"DC","Eamon Garcia","Secret",2
"DC","Erich Thonius","Secret",2
"DC","Fishmonger","Secret",2
"DC","Harris D. Ledbetter","Public",2
"DC","Harvest I","Secret",2
"DC","Helen Helligan","Public",2
"DC","Hindenberg","Secret",2
"DC","Hollywood","Secret",2
"DC","Horigal","Public",2
"DC","Kellogg","Secret",2
"DC","Kid Impala","Secret",2
"DC","Millions","Secret",2
"DC","Monkey-in-the-Middle","Secret",2
"DC","Peredur","Public",2
"DC","Scramjet","Secret",2
"DC","Shelly Gaynor","Public",2
"DC","Strato","Secret",2
"DC","Submissionary Judah","Public",2
"DC","William Beezer","Secret",2
"DC","Witchazel","Secret",2
"DC","Yellow of the Rainbow Raiders","Secret",2
"DC","Zhang Xiaomei","Secret",2
"DC","Akahara","Public",2
"DC","Casey Krinsky","Public",2
"DC","David Davies","Public",2
"DC","Erik Verdalian","Public",2
"DC","Henry Kucharski","Public",2
"DC","Melinda Spyros","Public",2
"DC","Kid Scout","Secret",2
"DC","Kobe Asuru","Public",2
"DC","Lunkhead","Secret",2
"DC","Rebecca Muldoon","Public",2
"DC","Zaladin","Secret",2
"DC","Antiphon","Secret",2
"DC","Black Barax","Secret",2
"DC","Digital Djinn","Secret",2
"DC","Hyve","Secret",2
"DC","Madame X","Secret",2
"DC","Mixcoatl","Secret",2
"DC","Scorcher IV","Secret",2
"DC","Tolteca","Secret",2
"DC","Canis Major","Public",2
"DC","General Good","Public",2
"DC","Hypnotic Woman","Secret",2
"DC","Kru-El","Public",2
"DC","Matatoa","Secret",2
"DC","Matches Malone","Public",2
"DC","Princess Maru","Secret",2
"DC","Zara","Secret",2
"DC","Aruna Shende","Secret",2
"DC","Blue Ice","Secret",2
"DC","Cachiru","Secret",2
"DC","Calvin Broderick","Secret",2
"DC","Doctor Echo","Secret",2
"DC","Doll Girl II","Secret",2
"DC","Dolores Pratchet","Public",2
"DC","Drakul Karfang","Secret",2
"DC","El Bagual","Secret",2
"DC","Saraday","Public",2
"DC","Scarlet Scythe","Secret",2
"DC","Vizacacha","Secret",2
"DC","Acolyte","Secret",2
"DC","Anti-Hero","Secret",2
"DC","Anya Savenlovich","Secret",2
"DC","Bette Noir","Secret",2
"DC","Dante","Secret",2
"DC","Ebenezer Biggs","Public",2
"DC","Edward Skeevers","Public",2
"DC","Hammeroon","Secret",2
"DC","Hanuman","Public",2
"DC","Henry Lee Jordan","Public",2
"DC","Kathryn Monaghan","Public",2
"DC","Lucia Viti","Public",2
"DC","Mahadevi","Secret",2
"DC","Packrat","Secret",2
"DC","Prohl Gosgotha","Secret",2
"DC","Rao","Secret",2
"DC","Thomas Dawson","Public",2
"DC","Timothy Townsend","Secret",2
"DC","Trafalgo","Public",2
"DC","Wardell Washington","Public",2
"DC","Zolog","Public",2
"DC","Flex II","Secret",2
"DC","Major Flashback","Secret",2
"DC","Nina Dowd","Public",2
"DC","Red Panzer II","Secret",2
"DC","Sally Marsden","Public",2
"DC","Bernell Jones","Public",2
"DC","Christina Chiles","Secret",2
"DC","Cynthia Brand","Public",2
"DC","Emily Washburn","Public",2
"DC","Ferris Boyle","Public",2
"DC","Frankie Carbone","Public",2
"DC","Gamesman","Secret",2
"DC","Getaway Jones","Secret",2
"DC","Joe Bandano","Public",2
"DC","Kenneth Wayne","Public",2
"DC","Luigi Maroni","Public",2
"DC","Marlon Dall","Public",2
"DC","Orunmilla","Public",2
"DC","Rhombus","Public",2
"DC","Thurber Avian","Public",2
"DC","Adele Drew","Public",2
"DC","Bang Bang","Secret",2
"DC","Burton Thompson","Public",2
"DC","Daniel Maris","Public",2
"DC","Death-Doll","Secret",2
"DC","Eva Green","Secret",2
"DC","Gerald McWilliams","Public",2
"DC","Holly Green","Secret",2
"DC","Kekona","Public",2
"DC","Lizard King","Secret",2
"DC","Patty Patty","Secret",2
"DC","Sinthia","Public",2
"DC","Stayne","Secret",2
"DC","Susan Kent","Public",2
"DC","Synth","Secret",2
"DC","Twilight","Secret",2
"DC","Warhammer","Secret",2
"DC","Arel","Public",2
"DC","Captain Fear","Secret",2
"DC","Eduardo Reyes","Secret",2
"DC","Elbiam","Public",2
"DC","Fauna Faust","Secret",2
"DC","George Tweedle","Public",2
"DC","James Craddock II","Public",2
"DC","Lumiun","Public",2
"DC","Marsosh","Public",2
"DC","Ribalvei","Public",2
"DC","Strega I","Public",2
"DC","Techno","Secret",2
"DC","Voldar","Public",2
"DC","Brain-Bandit","Secret",2
"DC","Drin","Secret",2
"DC","Equinox","Secret",2
"DC","Hardsell","Secret",2
"DC","Judomaster II","Secret",2
"DC","Kevin Crow Clone","Secret",2
"DC","Mainline","Secret",2
"DC","Matthew Nieman","Public",2
"DC","Megafire","Secret",2
"DC","Solomon Perggia","Public",2
"DC","Spellbinder II","Secret",2
"DC","Zephyr","Secret",2
"DC","Blynde","Secret",2
"DC","Colin Brandywine","Secret",2
"DC","Gyro","Secret",2
"DC","Lutefisk","Secret",2
"DC","Mekros","Secret",2
"DC","Shadowstryke","Secret",2
"DC","Toad-In-the-Hole","Secret",2
"DC","Blockhouse II","Secret",2
"DC","Blutwurst","Secret",2
"DC","Bratwurst","Secret",2
"DC","Cesare Sabatini","Public",2
"DC","Chancer","Secret",2
"DC","Chaq","Public",2
"DC","Curtis Engstrom","Secret",2
"DC","Doctor Zen","Secret",2
"DC","Headhunter I","Secret",2
"DC","Horten Spence","Public",2
"DC","Jolt II","Secret",2
"DC","Jon Riksson","Public",2
"DC","Leberwurst","Secret",2
"DC","Miles Lydecker","Public",2
"DC","Ramona","Public",2
"DC","Rhodri Llewelyn","Secret",2
"DC","Sharon Parker","Secret",2
"DC","Weisswurst","Secret",2
"DC","Balder","Secret",2
"DC","Dispatcher","Public",2
"DC","Ernest Franklin","Secret",2
"DC","Jiv Reduu","Public",2
"DC","Roscoe Barrow","Public",2
"DC","Timebomb","Secret",2
"DC","Bito Wladon (Imposter)","Secret",2
"DC","Blindspot","Secret",2
"DC","Crimesmith","Secret",2
"DC","Curtis Base","Secret",2
"DC","Darren Jones","Public",2
"DC","Gulacia","Public",2
"DC","Illya","Public",2
"DC","Kathryn George","Public",2
"DC","Marleah","Public",2
"DC","Moish","Secret",2
"DC","Rafael Santini","Public",2
"DC","Trevis","Public",2
"DC","Viro","Public",2
"DC","Dana Rubikskova","Public",2
"DC","Darius Wayne","Public",2
"DC","Esteban Sanchez","Public",2
"DC","Harmon","Public",2
"DC","Joshua Barbazon","Public",2
"DC","Kenneth Harbinger","Secret",2
"DC","Madame Nature","Public",2
"DC","Marie","Public",2
"DC","Marie Saloppe","Secret",2
"DC","Mister Sprynt","Secret",2
"DC","Ravager II","Secret",2
"DC","Terrence Carbone","Secret",2
"DC","Volunteer","Public",2
"DC","Andrew Haskell","Public",2
"DC","Clipper","Secret",2
"DC","Edward Arling","Public",2
"DC","Edward Lawton","Public",2
"DC","Genevieve Pitt","Public",2
"DC","George Lawton","Public",2
"DC","Jaculi II","Secret",2
"DC","Jarrett Parker","Public",2
"DC","Kelor","Public",2
"DC","Kent Thurston","Secret",2
"DC","Lawrence Gonzalez","Public",2
"DC","Matvei Rodor","Public",2
"DC","Mnemoth","Secret",2
"DC","Salima Baranizar","Public",2
"DC","Sally Milton","Public",2
"DC","Sen-M","Public",2
"DC","Shawn Rogers","Secret",2
"DC","Slats Mehlville","Secret",2
"DC","Sweryn Kania","Public",2
"DC","Thunder II","Secret",2
"DC","Timothy Simms","Secret",2
"DC","Wes Anselm","Public",2
"DC","AR-N-O-Q","Secret",2
"DC","Bruks","Public",2
"DC","Eyra-L","Public",2
"DC","Homeless Avenger","Secret",2
"DC","Jason Krinnski","Secret",2
"DC","Johnny Vitti","Public",2
"DC","Kan-Z","Public",2
"DC","Ran-L","Public",2
"DC","Shingo Wol","Public",2
"DC","Spaulding","Public",2
"DC","Ulysses Trevor","Public",2
"DC","Wizened Sage","Secret",2
"DC","Benjamin Lindgren","Public",2
"DC","Caitiff","Public",2
"DC","Dropded","Secret",2
"DC","Luri Hoshid","Public",2
"DC","Makaira","Public",2
"DC","Martin Kramer","Public",2
"DC","Nelson Mandutu","Public",2
"DC","Bonfire","Secret",2
"DC","Peter Lomax","Public",2
"DC","Prince Ruby","Public",2
"DC","Charles Chase","Public",2
"DC","Kwo Varrikk","Public",2
"DC","Peter Farley","Public",2
"DC","Sturges Hellstrom","Secret",2
"DC","Synnar","Public",2
"DC","Wrath","Secret",2
"DC","Agent Orange","Secret",2
"DC","Ard Rennat","Public",2
"DC","Chance","Secret",2
"DC","Chimera I","Secret",2
"DC","Harrow","Secret",2
"DC","Majistra","Public",2
"DC","Risque","Secret",2
"DC","Bison-Black-As-Midnight-Sky","Public",2
"DC","Black Assassin","Secret",2
"DC","Colonel Blimp","Secret",2
"DC","David Rennington","Secret",2
"DC","Derek Reston","Public",2
"DC","Headmaster","Secret",2
"DC","Louis Yagger","Public",2
"DC","Quarzz Teranh","Public",2
"DC","Conrad Bloch","Public",2
"DC","Klaus Kristin","Secret",2
"DC","Miranda Ralston","Secret",2
"DC","Samuel Toth","Secret",2
"DC","Alianna Hubbard","Secret",2
"DC","Cossack","Secret",2
"DC","Jason Jordan","Public",2
"DC","Flamesplasher","Secret",2
"DC","Amazing Ronnie","Secret",2
"DC","Billy","Secret",2
"DC","Clifton Lacey","Secret",2
"DC","Hairy Larry","Secret",2
"DC","Lizard Johnny","Secret",2
"DC","Mighty Mary","Secret",2
"DC","Plutonium Man","Secret",2
"DC","Captain Demo","Secret",2
"DC","Daniel Kingdom","Secret",2
"DC","Magnar","Public",2
"DC","Gold Girl","Secret",2
"DC","Iron Girl","Secret",2
"DC","Lead Girl","Secret",2
"DC","Mercury Girl","Secret",2
"DC","Platinum Man","Secret",2
"DC","Freyja","Secret",2
"DC","Bloobert Cob","Public",2
"DC","Mitchell Dover","Public",2
